"","ENTIDAD","MUNICIPIO","CODIGO","ID_ESTRATO","UE","PRODUCCION","FORMA_CAPITAL","GASTOS","INGRESOS","PERSONAL_OCUP","CONSUMO_INTER","VALOR_AGREG","MARGEN_PSNETO","NOMBRE_ENTIDAD","NOMBRE_MUNICIPIO","DESC_CODIGO","CVEGEO"
"2990",21,70,461,99,9,0.818,0,2.658,3.23,16,0.211,0.607,17.7089783281734,"Puebla","Huatlatlauca,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","21070"
"2991",21,70,463,99,5,0.184,0,0.683,0.817,9,0.043,0.141,16.4014687882497,"Puebla","Huatlatlauca,","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","21070"
"2992",21,70,466,1,3,0.481,0,0.478,0.911,3,0.043,0.438,47.5301866081229,"Puebla","Huatlatlauca,","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","21070"
"2993",21,70,812,1,3,0.206,0,0.15,0.206,3,0.15,0.056,27.1844660194175,"Puebla","Huatlatlauca,","Servicios personales","21070"
"2994",21,71,236,99,4,24.089,0,12.906,24.111,41,12.685,11.404,46.4725643896976,"Puebla","Huauchinango,","Edificación","21071"
"2995",21,71,237,99,4,5.625,0,3.89,6.255,57,3.638,1.987,37.8097521982414,"Puebla","Huauchinango,","Construcción de obras de ingeniería civil","21071"
"2996",21,71,238,1,3,1.465,0.21,1.151,1.465,8,1.151,0.314,21.4334470989761,"Puebla","Huauchinango,","Trabajos especializados para la construcción","21071"
"2997",21,71,311,1,283,102.219,2.085,58.327,102.467,666,58.181,44.038,43.0772834180761,"Puebla","Huauchinango,","Industria alimentaria","21071"
"2998",21,71,311,2,4,7.6,0,3.802,7.608,62,3.802,3.798,50.0262881177708,"Puebla","Huauchinango,","Industria alimentaria","21071"
"2999",21,71,312,99,12,4.393,0.036,2.43,4.394,52,2.43,1.963,44.6973145197997,"Puebla","Huauchinango,","Industria de las bebidas y del tabaco","21071"
"3000",21,71,314,99,7,1.183,0,0.582,1.181,11,0.582,0.601,50.7197290431837,"Puebla","Huauchinango,","Fabricación de productos textiles, excepto prendas de vestir","21071"
"3001",21,71,315,99,23,4.107,0,2.452,4.146,43,2.452,1.655,40.858658948384,"Puebla","Huauchinango,","Fabricación de prendas de vestir","21071"
"3002",21,71,321,99,42,6.9,0.185,3.938,6.939,82,3.938,2.962,43.2483066724312,"Puebla","Huauchinango,","Industria de la madera","21071"
"3003",21,71,323,1,15,4.745,-0.078,2.615,4.726,30,2.615,2.13,44.6677951756242,"Puebla","Huauchinango,","Impresión e industrias conexas","21071"
"3004",21,71,327,99,6,2.771,0.003,1.61,2.873,22,1.609,1.162,43.9610163592064,"Puebla","Huauchinango,","Fabricación de productos a base de minerales no metálicos","21071"
"3005",21,71,332,99,81,16.465,0.172,10.127,16.659,125,10.127,6.338,39.2100366168437,"Puebla","Huauchinango,","Fabricación de productos metálicos","21071"
"3006",21,71,337,1,16,3.992,0.007,2.603,4.007,37,2.603,1.389,35.0386823059645,"Puebla","Huauchinango,","Fabricación de muebles, colchones y persianas","21071"
"3007",21,71,339,1,15,4.83,0,2.217,4.859,19,2.211,2.619,54.3733278452356,"Puebla","Huauchinango,","Otras industrias manufactureras","21071"
"3008",21,71,433,99,4,2.613,0,3.677,5.939,12,0.47,2.143,38.087220070719,"Puebla","Huauchinango,","Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca","21071"
"3009",21,71,434,99,62,82.149,3.477,162.053,233.649,200,11.637,70.512,30.6425450141024,"Puebla","Huauchinango,","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","21071"
"3010",21,71,461,1,1109,141.461,2.189,338.485,460.073,1859,23.633,117.828,26.4279799075364,"Puebla","Huauchinango,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","21071"
"3011",21,71,461,2,4,1.61,0.008,2.263,3.308,70,0.548,1.062,31.590084643289,"Puebla","Huauchinango,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","21071"
"3012",21,71,462,99,29,270.871,7.387,550.043,797.929,413,53.503,217.368,31.0661725541997,"Puebla","Huauchinango,","Comercio al por menor en tiendas de autoservicio y departamentales","21071"
"3013",21,71,463,99,263,55.944,0.865,107.091,150.671,493,17.42,38.524,28.923946877634,"Puebla","Huauchinango,","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","21071"
"3014",21,71,464,1,56,19.832,0.149,37.53,53.255,126,4.504,15.328,29.5277438738147,"Puebla","Huauchinango,","Comercio al por menor de artículos para el cuidado de la salud","21071"
"3015",21,71,464,2,4,10.546,0,28.244,37.602,52,0.972,9.574,24.8869740971225,"Puebla","Huauchinango,","Comercio al por menor de artículos para el cuidado de la salud","21071"
"3016",21,71,465,1,312,29.353,0.618,49.766,72.102,506,7.53,21.823,30.9783362458739,"Puebla","Huauchinango,","Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal","21071"
"3017",21,71,466,1,1365,126.207,2.989,265.096,368.641,2023,21.584,104.623,28.0883027118525,"Puebla","Huauchinango,","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","21071"
"3018",21,71,467,1,116,42.767,1.18,107.828,141.932,288,10.938,31.829,24.0284079700138,"Puebla","Huauchinango,","Comercio al por menor de artículos de ferretería, tlapalería y vidrios","21071"
"3019",21,71,468,99,59,169.716,1.85,650.548,750.879,398,51.783,117.933,13.3618066292971,"Puebla","Huauchinango,","Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes","21071"
"3020",21,71,485,99,8,109.647,-1.14,89.325,109.647,155,88.487,21.16,18.5340228186818,"Puebla","Huauchinango,","Transporte terrestre de pasajeros, excepto por ferrocarril","21071"
"3021",21,71,487,99,4,19.116,0,6.258,19.116,57,5.985,13.131,67.263025737602,"Puebla","Huauchinango,","Transporte turístico","21071"
"3022",21,71,488,99,3,3.306,0,0.408,3.306,19,0.408,2.898,87.6588021778584,"Puebla","Huauchinango,","Servicios relacionados con el transporte","21071"
"3023",21,71,512,99,4,10.753,0.04,3.779,10.753,72,3.776,6.977,64.8563191667442,"Puebla","Huauchinango,","Industria fílmica y del video, e industria del sonido","21071"
"3024",21,71,515,1,6,9.079,0,5.671,9.079,34,5.646,3.433,37.5371736975438,"Puebla","Huauchinango,","Radio y televisión","21071"
"3025",21,71,517,1,6,3.626,0.165,1.39,3.626,14,1.39,2.236,61.6657473800331,"Puebla","Huauchinango,","Telecomunicaciones","21071"
"3026",21,71,531,1,36,3.754,1.644,1.087,3.754,66,1.056,2.698,71.0442194992008,"Puebla","Huauchinango,","Servicios inmobiliarios","21071"
"3027",21,71,532,1,24,3.249,0.911,1.411,3.249,47,1.406,1.843,56.5712526931364,"Puebla","Huauchinango,","Servicios de alquiler de bienes muebles","21071"
"3028",21,71,541,99,90,21.39,3.55,11.907,21.393,220,11.753,9.637,44.3416070677324,"Puebla","Huauchinango,","Servicios profesionales, científicos y técnicos","21071"
"3029",21,71,561,99,95,15.404,0.246,8.18,15.401,190,8.168,7.236,46.8865658074151,"Puebla","Huauchinango,","Servicios de apoyo a los negocios","21071"
"3030",21,71,611,99,48,45.36,0.18,9.172,45.29,463,9.139,36.221,79.7482888054758,"Puebla","Huauchinango,","Servicios educativos","21071"
"3031",21,71,621,99,141,34.446,2.812,19.493,45.93,325,19.435,15.011,57.5593294143262,"Puebla","Huauchinango,","Servicios médicos de consulta externa y servicios relacionados","21071"
"3032",21,71,624,99,7,0.555,0.001,0.391,0.721,49,0.391,0.164,45.7697642163661,"Puebla","Huauchinango,","Otros servicios de asistencia social","21071"
"3033",21,71,711,1,5,1.951,0,0.36,1.951,35,0.359,1.592,81.5479241414659,"Puebla","Huauchinango,","Servicios artísticos, culturales y deportivos, y otros servicios relacionados","21071"
"3034",21,71,711,2,3,1.738,0.01,0.369,1.728,47,0.369,1.369,78.6458333333333,"Puebla","Huauchinango,","Servicios artísticos, culturales y deportivos, y otros servicios relacionados","21071"
"3035",21,71,713,1,47,7.206,0.087,3.144,7.206,101,3.144,4.062,56.3696919233972,"Puebla","Huauchinango,","Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos","21071"
"3036",21,71,721,99,39,54.943,0.67,38.126,55.413,192,30.081,24.862,31.1966506054536,"Puebla","Huauchinango,","Servicios de alojamiento temporal","21071"
"3037",21,71,722,1,629,172.889,1.957,102.792,172.574,1476,102.66,70.229,40.4359868809902,"Puebla","Huauchinango,","Servicios de preparación de alimentos y bebidas","21071"
"3038",21,71,722,2,4,8.039,0.319,5.045,8.039,59,4.894,3.145,37.2434382385869,"Puebla","Huauchinango,","Servicios de preparación de alimentos y bebidas","21071"
"3039",21,71,811,99,384,67.237,2.373,36.528,66.429,717,36.483,30.754,45.0119676647248,"Puebla","Huauchinango,","Servicios de reparación y mantenimiento","21071"
"3040",21,71,812,99,245,28.052,0.701,11.987,28.049,373,11.979,16.073,57.2640735855111,"Puebla","Huauchinango,","Servicios personales","21071"
"3041",21,72,311,99,30,5.878,0.062,3.33,5.951,71,3.278,2.6,44.0430179801714,"Puebla","Huehuetla,","Industria alimentaria","21072"
"3042",21,72,314,1,4,0.113,0,0.084,0.135,5,0.064,0.049,37.7777777777778,"Puebla","Huehuetla,","Fabricación de productos textiles, excepto prendas de vestir","21072"
"3043",21,72,315,99,5,0.07,0,0.018,0.07,6,0.018,0.052,74.2857142857143,"Puebla","Huehuetla,","Fabricación de prendas de vestir","21072"
"3044",21,72,332,99,3,1.845,0.011,1.022,1.858,6,1.021,0.824,44.994617868676,"Puebla","Huehuetla,","Fabricación de productos metálicos","21072"
"3045",21,72,337,1,5,0.484,0.001,0.27,0.49,10,0.27,0.214,44.8979591836735,"Puebla","Huehuetla,","Fabricación de muebles, colchones y persianas","21072"
"3046",21,72,434,1,3,0.314,0.002,0.523,0.754,4,0.107,0.207,30.6366047745358,"Puebla","Huehuetla,","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","21072"
"3047",21,72,461,1,65,5.414,0.105,14.145,18.285,98,1.198,4.216,22.6415094339623,"Puebla","Huehuetla,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","21072"
"3048",21,72,463,1,27,2.031,0.01,4.371,5.772,42,0.386,1.645,24.2723492723493,"Puebla","Huehuetla,","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","21072"
"3049",21,72,464,1,11,3.987,0.118,7.459,10.754,21,0.715,3.272,30.6397619490422,"Puebla","Huehuetla,","Comercio al por menor de artículos para el cuidado de la salud","21072"
"3050",21,72,465,1,15,1.513,0.07,2.062,2.961,29,0.631,0.882,30.3613644039176,"Puebla","Huehuetla,","Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal","21072"
"3051",21,72,466,99,6,0.934,0.045,1.41,1.969,8,0.272,0.662,28.3900457084815,"Puebla","Huehuetla,","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","21072"
"3052",21,72,467,1,11,1.918,0.007,4.837,6.103,25,0.61,1.308,20.7438964443716,"Puebla","Huehuetla,","Comercio al por menor de artículos de ferretería, tlapalería y vidrios","21072"
"3053",21,72,522,1,4,2.998,0.014,0.909,3.642,10,0.887,2.111,75.0411861614497,"Puebla","Huehuetla,","Instituciones de intermediación crediticia y financiera no bursátil","21072"
"3054",21,72,561,1,3,0.194,0,0.123,0.194,4,0.123,0.071,36.5979381443299,"Puebla","Huehuetla,","Servicios de apoyo a los negocios","21072"
"3055",21,72,621,1,10,0.31,0.003,0.161,0.31,12,0.16,0.15,48.0645161290323,"Puebla","Huehuetla,","Servicios médicos de consulta externa y servicios relacionados","21072"
"3056",21,72,721,99,5,0.595,0.052,0.329,0.59,19,0.327,0.268,44.2372881355932,"Puebla","Huehuetla,","Servicios de alojamiento temporal","21072"
"3057",21,72,722,99,33,4.589,0.111,2.986,4.586,54,2.983,1.606,34.8887919755778,"Puebla","Huehuetla,","Servicios de preparación de alimentos y bebidas","21072"
"3058",21,72,811,99,10,0.654,0.002,0.401,0.654,13,0.401,0.253,38.6850152905199,"Puebla","Huehuetla,","Servicios de reparación y mantenimiento","21072"
"3059",21,72,812,99,8,0.478,0.002,0.208,0.478,10,0.208,0.27,56.4853556485356,"Puebla","Huehuetla,","Servicios personales","21072"
"3060",21,72,813,99,3,1.262,0.01,0.503,3.385,46,0.453,0.809,85.1403249630724,"Puebla","Huehuetla,","Asociaciones y organizaciones","21072"
"3061",21,73,311,1,33,9.428,0,4.632,9.428,71,4.623,4.805,50.8697496817989,"Puebla","Huehuetlán el Chico,","Industria alimentaria","21073"
"3062",21,73,315,1,3,0.305,0.002,0.205,0.307,5,0.205,0.1,33.2247557003257,"Puebla","Huehuetlán el Chico,","Fabricación de prendas de vestir","21073"
"3063",21,73,332,1,9,1.71,0.022,1.094,1.768,16,1.052,0.658,38.1221719457014,"Puebla","Huehuetlán el Chico,","Fabricación de productos metálicos","21073"
"3064",21,73,434,1,10,5.43,0,7.083,11.957,23,0.608,4.822,40.7627331270386,"Puebla","Huehuetlán el Chico,","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","21073"
"3065",21,73,461,1,184,15.353,1.18,32.417,46.304,271,1.407,13.946,29.9909295093296,"Puebla","Huehuetlán el Chico,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","21073"
"3066",21,73,462,99,3,23.054,0,53.628,68.523,14,9.216,13.838,21.7372269165098,"Puebla","Huehuetlán el Chico,","Comercio al por menor en tiendas de autoservicio y departamentales","21073"
"3067",21,73,463,1,33,1.648,0.01,4.973,6.257,43,0.133,1.515,20.521016461563,"Puebla","Huehuetlán el Chico,","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","21073"
"3068",21,73,464,1,11,0.9,0.002,1.884,2.612,14,0.095,0.805,27.8713629402757,"Puebla","Huehuetlán el Chico,","Comercio al por menor de artículos para el cuidado de la salud","21073"
"3069",21,73,465,1,36,1.284,-0.002,2.645,3.631,46,0.267,1.017,27.1550537042137,"Puebla","Huehuetlán el Chico,","Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal","21073"
"3070",21,73,466,1,11,1.278,0,2.143,3.076,17,0.325,0.953,30.331599479844,"Puebla","Huehuetlán el Chico,","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","21073"
"3071",21,73,467,1,12,0.417,0.01,0.879,1.181,17,0.106,0.311,25.571549534293,"Puebla","Huehuetlán el Chico,","Comercio al por menor de artículos de ferretería, tlapalería y vidrios","21073"
"3072",21,73,561,1,4,0.171,0.01,0.094,0.171,5,0.094,0.077,45.0292397660819,"Puebla","Huehuetlán el Chico,","Servicios de apoyo a los negocios","21073"
"3073",21,73,621,1,11,1.324,0.066,0.579,1.324,13,0.575,0.749,56.2688821752266,"Puebla","Huehuetlán el Chico,","Servicios médicos de consulta externa y servicios relacionados","21073"
"3074",21,73,711,99,4,0.585,0,0.073,0.609,12,0.049,0.536,88.0131362889984,"Puebla","Huehuetlán el Chico,","Servicios artísticos, culturales y deportivos, y otros servicios relacionados","21073"
"3075",21,73,713,99,4,0.327,0,0.213,0.327,5,0.213,0.114,34.8623853211009,"Puebla","Huehuetlán el Chico,","Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos","21073"
"3076",21,73,811,1,26,4.384,0.071,2.635,4.384,36,2.635,1.749,39.8950729927007,"Puebla","Huehuetlán el Chico,","Servicios de reparación y mantenimiento","21073"
"3077",21,73,812,99,18,2.127,0.034,0.649,2.127,23,0.648,1.479,69.4875411377527,"Puebla","Huehuetlán el Chico,","Servicios personales","21073"
"3078",21,73,813,99,4,2.511,0.012,1.878,2.532,13,1.878,0.633,25.8293838862559,"Puebla","Huehuetlán el Chico,","Asociaciones y organizaciones","21073"
"3079",21,74,311,99,185,11674.426,101.882,9095.671,11872.745,1888,8971.842,2702.584,23.3903280159727,"Puebla","Huejotzingo,","Industria alimentaria","21074"
"3080",21,74,312,99,21,1736.427,0.425,1246.548,1957.315,1955,1235.257,501.17,36.313368057773,"Puebla","Huejotzingo,","Industria de las bebidas y del tabaco","21074"
"3081",21,74,313,99,19,3796.335,59.878,2948.885,3936.126,3454,2816.328,980.007,25.0815395645363,"Puebla","Huejotzingo,","Fabricación de insumos textiles y acabado de textiles","21074"
"3082",21,74,314,99,10,19.898,0.12,16.559,20.189,59,15.756,4.142,17.9800881668235,"Puebla","Huejotzingo,","Fabricación de productos textiles, excepto prendas de vestir","21074"
"3083",21,74,315,99,122,1649.284,15.331,887.392,1751.436,1281,848.192,801.092,49.3334612283863,"Puebla","Huejotzingo,","Fabricación de prendas de vestir","21074"
"3084",21,74,316,99,3,0.44,0,0.088,0.44,9,0.088,0.352,80,"Puebla","Huejotzingo,","Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos","21074"
"3085",21,74,321,99,17,3.053,0.01,1.428,3.016,51,1.421,1.632,52.6525198938992,"Puebla","Huejotzingo,","Industria de la madera","21074"
"3086",21,74,323,1,7,2.443,0,1.42,2.445,11,1.42,1.023,41.9222903885481,"Puebla","Huejotzingo,","Impresión e industrias conexas","21074"
"3087",21,74,325,99,5,3206.507,0.008,1703.446,3378.856,397,1702.261,1504.246,49.5851258532474,"Puebla","Huejotzingo,","Industria química","21074"
"3088",21,74,326,99,3,371.313,14.108,276.38,395.463,215,262.949,108.364,30.1122987485555,"Puebla","Huejotzingo,","Industria del plástico y del hule","21074"
"3089",21,74,327,99,8,488.31,27.903,201.78,488.273,280,201.778,286.532,58.6747577687073,"Puebla","Huejotzingo,","Fabricación de productos a base de minerales no metálicos","21074"
"3090",21,74,332,99,62,42.864,1.013,39.416,43.789,177,34.142,8.722,9.98652629655851,"Puebla","Huejotzingo,","Fabricación de productos metálicos","21074"
"3091",21,74,336,99,10,13261.512,309.054,7797.7,13240.372,8660,7577.768,5683.744,41.1066396019689,"Puebla","Huejotzingo,","Fabricación de equipo de transporte","21074"
"3092",21,74,337,1,6,0.842,0,0.538,0.818,10,0.538,0.304,34.2298288508557,"Puebla","Huejotzingo,","Fabricación de muebles, colchones y persianas","21074"
"3093",21,74,339,99,9,0.797,0,0.402,0.791,26,0.4,0.397,49.1782553729456,"Puebla","Huejotzingo,","Otras industrias manufactureras","21074"
"3094",21,74,431,99,12,627.858,0.306,1797.866,2147.748,354,148.319,479.539,16.2906448987498,"Puebla","Huejotzingo,","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","21074"
"3095",21,74,433,1,4,0.282,0.005,0.647,0.858,6,0.065,0.217,24.5920745920746,"Puebla","Huejotzingo,","Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca","21074"
"3096",21,74,434,1,63,58.395,0.025,749.653,794.212,155,9.769,48.626,5.61046672676816,"Puebla","Huejotzingo,","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","21074"
"3097",21,74,434,2,4,85.224,0.132,262.587,353.87,84,13.606,71.618,25.7956311639868,"Puebla","Huejotzingo,","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","21074"
"3098",21,74,435,1,9,2.343,0,3.607,4.643,24,1.097,1.246,22.3131595950894,"Puebla","Huejotzingo,","Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general","21074"
"3099",21,74,461,99,846,108.58,1.312,236.249,321.758,1548,22.699,85.881,26.5755630007645,"Puebla","Huejotzingo,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","21074"
"3100",21,74,462,99,38,165.109,5.259,313.1,480.65,251,27.506,137.603,34.8590450431707,"Puebla","Huejotzingo,","Comercio al por menor en tiendas de autoservicio y departamentales","21074"
"3101",21,74,463,99,197,15.734,0.254,37.355,48.135,344,4.251,11.483,22.3953464215228,"Puebla","Huejotzingo,","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","21074"
"3102",21,74,464,1,55,15.372,0.362,31.82,43.037,116,3.229,12.143,26.0636196760927,"Puebla","Huejotzingo,","Comercio al por menor de artículos para el cuidado de la salud","21074"
"3103",21,74,465,1,255,12.455,0.292,22.478,32.103,409,3.008,9.447,29.981621655297,"Puebla","Huejotzingo,","Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal","21074"
"3104",21,74,466,1,67,18.21,1.832,35.439,44.842,127,8.351,9.859,20.9691806788279,"Puebla","Huejotzingo,","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","21074"
"3105",21,74,467,99,108,17.941,5.795,30.408,44.225,226,3.987,13.954,31.2425098925947,"Puebla","Huejotzingo,","Comercio al por menor de artículos de ferretería, tlapalería y vidrios","21074"
"3106",21,74,468,1,54,29.933,0.283,372.771,389.041,140,12.314,17.619,4.18207849558272,"Puebla","Huejotzingo,","Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes","21074"
"3107",21,74,468,2,7,78.025,0.068,565.835,588.302,117,20.938,57.087,3.8189569302841,"Puebla","Huejotzingo,","Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes","21074"
"3108",21,74,468,3,3,142.251,14.67,823.291,891.67,373,90.137,52.114,7.66864422936736,"Puebla","Huejotzingo,","Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes","21074"
"3109",21,74,484,99,3,188.099,-1.569,149.033,195.622,188,142.951,45.148,23.8158284855487,"Puebla","Huejotzingo,","Autotransporte de carga","21074"
"3110",21,74,485,99,7,85.648,0,38.45,85.648,131,38.039,47.609,55.1069493741827,"Puebla","Huejotzingo,","Transporte terrestre de pasajeros, excepto por ferrocarril","21074"
"3111",21,74,488,99,7,85.247,0.066,24.639,85.419,81,20.047,65.2,71.1551294208548,"Puebla","Huejotzingo,","Servicios relacionados con el transporte","21074"
"3112",21,74,517,1,3,0.4,-0.007,0.407,0.55,8,0.256,0.144,26,"Puebla","Huejotzingo,","Telecomunicaciones","21074"
"3113",21,74,522,99,12,40.795,1.163,30.04,43.833,79,27.603,13.192,31.4671594460794,"Puebla","Huejotzingo,","Instituciones de intermediación crediticia y financiera no bursátil","21074"
"3114",21,74,531,1,12,6.344,0.004,1.046,6.344,37,1.037,5.307,83.5119798234552,"Puebla","Huejotzingo,","Servicios inmobiliarios","21074"
"3115",21,74,532,1,16,21.901,0.017,21.441,21.95,39,20.541,1.36,2.31890660592255,"Puebla","Huejotzingo,","Servicios de alquiler de bienes muebles","21074"
"3116",21,74,532,2,3,24.791,0,22.908,25.66,57,21.167,3.624,10.7248636009353,"Puebla","Huejotzingo,","Servicios de alquiler de bienes muebles","21074"
"3117",21,74,541,99,50,16.992,0.317,5.875,16.992,143,5.723,11.269,65.4249058380414,"Puebla","Huejotzingo,","Servicios profesionales, científicos y técnicos","21074"
"3118",21,74,611,1,28,10.151,0.084,1.373,10.169,132,1.335,8.816,86.4981807454027,"Puebla","Huejotzingo,","Servicios educativos","21074"
"3119",21,74,611,2,6,78.416,0.06,32.791,78.416,135,31.179,47.237,58.1832789226688,"Puebla","Huejotzingo,","Servicios educativos","21074"
"3120",21,74,621,99,88,16.293,0.665,9.244,28.037,187,9.143,7.15,67.0292827335307,"Puebla","Huejotzingo,","Servicios médicos de consulta externa y servicios relacionados","21074"
"3121",21,74,624,99,11,0.94,0.004,0.558,0.964,51,0.554,0.386,42.1161825726141,"Puebla","Huejotzingo,","Otros servicios de asistencia social","21074"
"3122",21,74,711,99,6,0.579,0,0.125,0.579,23,0.125,0.454,78.4110535405872,"Puebla","Huejotzingo,","Servicios artísticos, culturales y deportivos, y otros servicios relacionados","21074"
"3123",21,74,713,99,24,2.977,0.16,2.035,2.977,69,2.019,0.958,31.6425932146456,"Puebla","Huejotzingo,","Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos","21074"
"3124",21,74,721,99,10,42.842,0.197,18.417,42.842,66,17.729,25.113,57.0118108398301,"Puebla","Huejotzingo,","Servicios de alojamiento temporal","21074"
"3125",21,74,722,99,338,99.707,0.543,58.267,99.706,801,58.07,41.637,41.561189898301,"Puebla","Huejotzingo,","Servicios de preparación de alimentos y bebidas","21074"
"3126",21,74,811,99,232,66.304,2.045,44.512,66.334,465,43.661,22.643,32.8971568124944,"Puebla","Huejotzingo,","Servicios de reparación y mantenimiento","21074"
"3127",21,74,812,99,189,135.795,-0.152,80.656,135.753,439,79.215,56.58,40.5862117227612,"Puebla","Huejotzingo,","Servicios personales","21074"
"3128",21,75,311,99,67,5.805,0.041,3.447,5.851,109,3.386,2.419,41.0869936762946,"Puebla","Hueyapan,","Industria alimentaria","21075"
"3129",21,75,314,1,224,4.881,0.001,2.526,4.89,296,2.513,2.368,48.3435582822086,"Puebla","Hueyapan,","Fabricación de productos textiles, excepto prendas de vestir","21075"
"3130",21,75,321,1,7,0.607,0.002,0.407,0.604,9,0.407,0.2,32.6158940397351,"Puebla","Hueyapan,","Industria de la madera","21075"
"3131",21,75,332,1,7,0.858,0.015,0.442,0.845,14,0.442,0.416,47.6923076923077,"Puebla","Hueyapan,","Fabricación de productos metálicos","21075"
"3132",21,75,461,1,153,10.699,0.178,22.461,31.495,254,1.641,9.058,28.6839180822353,"Puebla","Hueyapan,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","21075"
"3133",21,75,463,1,36,1.744,0.059,6.117,7.142,64,0.426,1.318,14.3517222066648,"Puebla","Hueyapan,","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","21075"
"3134",21,75,464,99,9,4.948,0.004,8.35,12.402,17,0.907,4.041,32.6721496532817,"Puebla","Hueyapan,","Comercio al por menor de artículos para el cuidado de la salud","21075"
"3135",21,75,465,1,19,0.904,0.015,1.559,2.152,38,0.255,0.649,27.5557620817844,"Puebla","Hueyapan,","Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal","21075"
"3136",21,75,466,1,14,0.756,0.003,1.668,2.23,22,0.134,0.622,25.2017937219731,"Puebla","Hueyapan,","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","21075"
"3137",21,75,561,1,10,0.845,0.007,0.351,0.832,16,0.349,0.496,57.8125,"Puebla","Hueyapan,","Servicios de apoyo a los negocios","21075"
"3138",21,75,621,1,3,0.73,0,0.159,0.73,4,0.159,0.571,78.2191780821918,"Puebla","Hueyapan,","Servicios médicos de consulta externa y servicios relacionados","21075"
"3139",21,75,624,99,3,0.52,0.005,0.428,0.52,38,0.428,0.092,17.6923076923077,"Puebla","Hueyapan,","Otros servicios de asistencia social","21075"
"3140",21,75,713,99,5,0.175,0.065,0.1,0.175,5,0.1,0.075,42.8571428571428,"Puebla","Hueyapan,","Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos","21075"
"3141",21,75,811,1,17,0.891,0.016,0.492,0.891,21,0.492,0.399,44.7811447811448,"Puebla","Hueyapan,","Servicios de reparación y mantenimiento","21075"
"3142",21,75,812,1,25,0.935,0.034,0.349,0.944,34,0.349,0.586,63.0296610169492,"Puebla","Hueyapan,","Servicios personales","21075"
"3143",21,75,813,99,3,0.145,0.03,0.074,0.115,32,0.074,0.071,35.6521739130435,"Puebla","Hueyapan,","Asociaciones y organizaciones","21075"
"3144",21,76,221,1,3,8.993,0.15,6.154,7.437,18,6.154,2.839,17.2515799381471,"Puebla","Hueytamalco,","Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","21076"
